CVE-ID,DESCRIPTION,SEVERITY
['CVE-2018-6951']," `patch` package.   An issue was discovered in GNU patch through 2.7.6. There is a segmentation fault, associated with a NULL pointer dereference, leading to a denial of service in the intuit_diff_type function in pch.c, aka a &#34;mangled rename&#34; issue. ## Remediation There is no fixed version for `Debian:9` `patch`.",low
['CVE-2010-4651']," `patch` package.   Directory traversal vulnerability in util.c in GNU patch 2.6.1 and earlier allows user-assisted remote attackers to create or overwrite arbitrary files via a filename that is specified with a ..  or full pathname, a related issue to CVE-2010-1679. ## Remediation There is no fixed version for `Debian:9` `patch`.",low
['CVE-2019-13636']," `patch` package.   See `Remediation` section below for `Debian:9` relevant versions.   In GNU patch through 2.7.6, the following of symlinks is mishandled in certain cases other than input files. This affects inp.c and util.c. ## Remediation Upgrade `Debian:9` `patch` to version 2.7.5-1+deb9u2 or higher.",medium
['CVE-2019-13638'], `patch` package.   See `Remediation` section below for `Debian:9` relevant versions.   GNU patch through 2.7.6 is vulnerable to OS shell command injection that can be exploited by opening a crafted patch file that contains an ed style diff payload with shell metacharacters. The ed editor does not need to be present on the vulnerable system. This is different from CVE-2018-1000156. ## Remediation Upgrade `Debian:9` `patch` to version 2.7.5-1+deb9u2 or higher.,high
['CVE-2018-20969']," `patch` package.   See `Remediation` section below for `Debian:9` relevant versions.   do_ed_script in pch.c in GNU patch through 2.7.6 does not block strings beginning with a ! character. NOTE: this is the same commit as for CVE-2019-13638, but the ! syntax is specific to ed, and is unrelated to a shell metacharacter. ## Remediation Upgrade `Debian:9` `patch` to version 2.7.5-1+deb9u2 or higher.",high
['CVE-2017-7245'], `pcre3` package.   Stack-based buffer overflow in the pcre32_copy_substring function in pcre_get.c in libpcre1 in PCRE 8.40 allows remote attackers to cause a denial of service  or possibly have unspecified other impact via a crafted file. ## Remediation There is no fixed version for `Debian:9` `pcre3`.,low
['CVE-2017-7246'], `pcre3` package.   Stack-based buffer overflow in the pcre32_copy_substring function in pcre_get.c in libpcre1 in PCRE 8.40 allows remote attackers to cause a denial of service  or possibly have unspecified other impact via a crafted file. ## Remediation There is no fixed version for `Debian:9` `pcre3`.,low
['CVE-2017-11164']," `pcre3` package.   In PCRE 8.41, the OP_KETRMAX feature in the match function in pcre_exec.c allows stack exhaustion  when processing a crafted regular expression. ## Remediation There is no fixed version for `Debian:9` `pcre3`.",low
['CVE-2017-16231']," `pcre3` package.   ** DISPUTED ** In PCRE 8.41, after compiling, a pcretest load test PoC produces a crash overflow in the function match in pcre_exec.c because of a self-recursive call. NOTE: third parties dispute the relevance of this report, noting that there are options that can be used to limit the amount of stack that is used. ## Remediation There is no fixed version for `Debian:9` `pcre3`.",low
['CVE-2019-20838']," `pcre3` package.   libpcre in PCRE before 8.43 allows a subject buffer over-read in JIT when UTF is disabled, and \X or \R has more than one fixed quantifier, a related issue to CVE-2019-20454. ## Remediation There is no fixed version for `Debian:9` `pcre3`.",low
['CVE-2020-14155'], `pcre3` package.   libpcre in PCRE before 8.44 allows an integer overflow via a large number after a ( ,medium
['CVE-2017-7245'], `pcre3` package.   Stack-based buffer overflow in the pcre32_copy_substring function in pcre_get.c in libpcre1 in PCRE 8.40 allows remote attackers to cause a denial of service  or possibly have unspecified other impact via a crafted file. ## Remediation There is no fixed version for `Debian:9` `pcre3`.,low
['CVE-2017-7246'], `pcre3` package.   Stack-based buffer overflow in the pcre32_copy_substring function in pcre_get.c in libpcre1 in PCRE 8.40 allows remote attackers to cause a denial of service  or possibly have unspecified other impact via a crafted file. ## Remediation There is no fixed version for `Debian:9` `pcre3`.,low
['CVE-2017-11164']," `pcre3` package.   In PCRE 8.41, the OP_KETRMAX feature in the match function in pcre_exec.c allows stack exhaustion  when processing a crafted regular expression. ## Remediation There is no fixed version for `Debian:9` `pcre3`.",low
['CVE-2017-16231']," `pcre3` package.   ** DISPUTED ** In PCRE 8.41, after compiling, a pcretest load test PoC produces a crash overflow in the function match in pcre_exec.c because of a self-recursive call. NOTE: third parties dispute the relevance of this report, noting that there are options that can be used to limit the amount of stack that is used. ## Remediation There is no fixed version for `Debian:9` `pcre3`.",low
['CVE-2019-20838']," `pcre3` package.   libpcre in PCRE before 8.43 allows a subject buffer over-read in JIT when UTF is disabled, and \X or \R has more than one fixed quantifier, a related issue to CVE-2019-20454. ## Remediation There is no fixed version for `Debian:9` `pcre3`.",low
['CVE-2020-14155'], `pcre3` package.   libpcre in PCRE before 8.44 allows an integer overflow via a large number after a ( ,medium
['CVE-2017-7245'], `pcre3` package.   Stack-based buffer overflow in the pcre32_copy_substring function in pcre_get.c in libpcre1 in PCRE 8.40 allows remote attackers to cause a denial of service  or possibly have unspecified other impact via a crafted file. ## Remediation There is no fixed version for `Debian:9` `pcre3`.,low
['CVE-2017-7246'], `pcre3` package.   Stack-based buffer overflow in the pcre32_copy_substring function in pcre_get.c in libpcre1 in PCRE 8.40 allows remote attackers to cause a denial of service  or possibly have unspecified other impact via a crafted file. ## Remediation There is no fixed version for `Debian:9` `pcre3`.,low
['CVE-2017-11164']," `pcre3` package.   In PCRE 8.41, the OP_KETRMAX feature in the match function in pcre_exec.c allows stack exhaustion  when processing a crafted regular expression. ## Remediation There is no fixed version for `Debian:9` `pcre3`.",low
['CVE-2017-16231']," `pcre3` package.   ** DISPUTED ** In PCRE 8.41, after compiling, a pcretest load test PoC produces a crash overflow in the function match in pcre_exec.c because of a self-recursive call. NOTE: third parties dispute the relevance of this report, noting that there are options that can be used to limit the amount of stack that is used. ## Remediation There is no fixed version for `Debian:9` `pcre3`.",low
['CVE-2019-20838']," `pcre3` package.   libpcre in PCRE before 8.43 allows a subject buffer over-read in JIT when UTF is disabled, and \X or \R has more than one fixed quantifier, a related issue to CVE-2019-20454. ## Remediation There is no fixed version for `Debian:9` `pcre3`.",low
['CVE-2020-14155'], `pcre3` package.   libpcre in PCRE before 8.44 allows an integer overflow via a large number after a ( ,medium
['CVE-2017-7245'], `pcre3` package.   Stack-based buffer overflow in the pcre32_copy_substring function in pcre_get.c in libpcre1 in PCRE 8.40 allows remote attackers to cause a denial of service  or possibly have unspecified other impact via a crafted file. ## Remediation There is no fixed version for `Debian:9` `pcre3`.,low
['CVE-2017-7246'], `pcre3` package.   Stack-based buffer overflow in the pcre32_copy_substring function in pcre_get.c in libpcre1 in PCRE 8.40 allows remote attackers to cause a denial of service  or possibly have unspecified other impact via a crafted file. ## Remediation There is no fixed version for `Debian:9` `pcre3`.,low
['CVE-2017-11164']," `pcre3` package.   In PCRE 8.41, the OP_KETRMAX feature in the match function in pcre_exec.c allows stack exhaustion  when processing a crafted regular expression. ## Remediation There is no fixed version for `Debian:9` `pcre3`.",low
['CVE-2017-16231']," `pcre3` package.   ** DISPUTED ** In PCRE 8.41, after compiling, a pcretest load test PoC produces a crash overflow in the function match in pcre_exec.c because of a self-recursive call. NOTE: third parties dispute the relevance of this report, noting that there are options that can be used to limit the amount of stack that is used. ## Remediation There is no fixed version for `Debian:9` `pcre3`.",low
['CVE-2019-20838']," `pcre3` package.   libpcre in PCRE before 8.43 allows a subject buffer over-read in JIT when UTF is disabled, and \X or \R has more than one fixed quantifier, a related issue to CVE-2019-20454. ## Remediation There is no fixed version for `Debian:9` `pcre3`.",low
['CVE-2020-14155'], `pcre3` package.   libpcre in PCRE before 8.44 allows an integer overflow via a large number after a ( ,medium
['CVE-2017-7245'], `pcre3` package.   Stack-based buffer overflow in the pcre32_copy_substring function in pcre_get.c in libpcre1 in PCRE 8.40 allows remote attackers to cause a denial of service  or possibly have unspecified other impact via a crafted file. ## Remediation There is no fixed version for `Debian:9` `pcre3`.,low
['CVE-2017-7246'], `pcre3` package.   Stack-based buffer overflow in the pcre32_copy_substring function in pcre_get.c in libpcre1 in PCRE 8.40 allows remote attackers to cause a denial of service  or possibly have unspecified other impact via a crafted file. ## Remediation There is no fixed version for `Debian:9` `pcre3`.,low
['CVE-2017-11164']," `pcre3` package.   In PCRE 8.41, the OP_KETRMAX feature in the match function in pcre_exec.c allows stack exhaustion  when processing a crafted regular expression. ## Remediation There is no fixed version for `Debian:9` `pcre3`.",low
['CVE-2017-16231']," `pcre3` package.   ** DISPUTED ** In PCRE 8.41, after compiling, a pcretest load test PoC produces a crash overflow in the function match in pcre_exec.c because of a self-recursive call. NOTE: third parties dispute the relevance of this report, noting that there are options that can be used to limit the amount of stack that is used. ## Remediation There is no fixed version for `Debian:9` `pcre3`.",low
['CVE-2019-20838']," `pcre3` package.   libpcre in PCRE before 8.43 allows a subject buffer over-read in JIT when UTF is disabled, and \X or \R has more than one fixed quantifier, a related issue to CVE-2019-20454. ## Remediation There is no fixed version for `Debian:9` `pcre3`.",low
['CVE-2020-14155'], `pcre3` package.   libpcre in PCRE before 8.44 allows an integer overflow via a large number after a ( ,medium
['CVE-2011-4116'], `perl` package.   _is_safe in the File::Temp module for Perl does not properly handle symlinks. ## Remediation There is no fixed version for `Debian:9` `perl`.,low
['CVE-2020-10878'], `perl` package.   See `Remediation` section below for `Debian:9` relevant versions.   Perl before 5.30.3 has an integer overflow related to mishandling of a &#34;PL_regkind] == NOTHING&#34; situation. A crafted regular expression could lead to malformed bytecode with a possibility of instruction injection. ## Remediation Upgrade `Debian:9` `perl` to version 5.24.1-3+deb9u7 or higher.,high
['CVE-2020-12723'], `perl` package.   See `Remediation` section below for `Debian:9` relevant versions.   regcomp.c in Perl before 5.30.3 allows a buffer overflow via a crafted regular expression because of recursive S_study_chunk calls. ## Remediation Upgrade `Debian:9` `perl` to version 5.24.1-3+deb9u7 or higher.,high
['CVE-2020-10543'], `perl` package.   See `Remediation` section below for `Debian:9` relevant versions.   Perl before 5.30.3 on 32-bit platforms allows a heap-based buffer overflow because nested regular expression quantifiers have an integer overflow. ## Remediation Upgrade `Debian:9` `perl` to version 5.24.1-3+deb9u7 or higher.,high
['CVE-2011-4116'], `perl` package.   _is_safe in the File::Temp module for Perl does not properly handle symlinks. ## Remediation There is no fixed version for `Debian:9` `perl`.,low
['CVE-2020-10878'], `perl` package.   See `Remediation` section below for `Debian:9` relevant versions.   Perl before 5.30.3 has an integer overflow related to mishandling of a &#34;PL_regkind] == NOTHING&#34; situation. A crafted regular expression could lead to malformed bytecode with a possibility of instruction injection. ## Remediation Upgrade `Debian:9` `perl` to version 5.24.1-3+deb9u7 or higher.,high
['CVE-2020-12723'], `perl` package.   See `Remediation` section below for `Debian:9` relevant versions.   regcomp.c in Perl before 5.30.3 allows a buffer overflow via a crafted regular expression because of recursive S_study_chunk calls. ## Remediation Upgrade `Debian:9` `perl` to version 5.24.1-3+deb9u7 or higher.,high
['CVE-2020-10543'], `perl` package.   See `Remediation` section below for `Debian:9` relevant versions.   Perl before 5.30.3 on 32-bit platforms allows a heap-based buffer overflow because nested regular expression quantifiers have an integer overflow. ## Remediation Upgrade `Debian:9` `perl` to version 5.24.1-3+deb9u7 or higher.,high
['CVE-2011-4116'], `perl` package.   _is_safe in the File::Temp module for Perl does not properly handle symlinks. ## Remediation There is no fixed version for `Debian:9` `perl`.,low
['CVE-2020-10878'], `perl` package.   See `Remediation` section below for `Debian:9` relevant versions.   Perl before 5.30.3 has an integer overflow related to mishandling of a &#34;PL_regkind] == NOTHING&#34; situation. A crafted regular expression could lead to malformed bytecode with a possibility of instruction injection. ## Remediation Upgrade `Debian:9` `perl` to version 5.24.1-3+deb9u7 or higher.,high
['CVE-2020-12723'], `perl` package.   See `Remediation` section below for `Debian:9` relevant versions.   regcomp.c in Perl before 5.30.3 allows a buffer overflow via a crafted regular expression because of recursive S_study_chunk calls. ## Remediation Upgrade `Debian:9` `perl` to version 5.24.1-3+deb9u7 or higher.,high
['CVE-2020-10543'], `perl` package.   See `Remediation` section below for `Debian:9` relevant versions.   Perl before 5.30.3 on 32-bit platforms allows a heap-based buffer overflow because nested regular expression quantifiers have an integer overflow. ## Remediation Upgrade `Debian:9` `perl` to version 5.24.1-3+deb9u7 or higher.,high
['CVE-2011-4116'], `perl` package.   _is_safe in the File::Temp module for Perl does not properly handle symlinks. ## Remediation There is no fixed version for `Debian:9` `perl`.,low
['CVE-2020-10878'], `perl` package.   See `Remediation` section below for `Debian:9` relevant versions.   Perl before 5.30.3 has an integer overflow related to mishandling of a &#34;PL_regkind] == NOTHING&#34; situation. A crafted regular expression could lead to malformed bytecode with a possibility of instruction injection. ## Remediation Upgrade `Debian:9` `perl` to version 5.24.1-3+deb9u7 or higher.,high
['CVE-2020-12723'], `perl` package.   See `Remediation` section below for `Debian:9` relevant versions.   regcomp.c in Perl before 5.30.3 allows a buffer overflow via a crafted regular expression because of recursive S_study_chunk calls. ## Remediation Upgrade `Debian:9` `perl` to version 5.24.1-3+deb9u7 or higher.,high
['CVE-2020-10543'], `perl` package.   See `Remediation` section below for `Debian:9` relevant versions.   Perl before 5.30.3 on 32-bit platforms allows a heap-based buffer overflow because nested regular expression quantifiers have an integer overflow. ## Remediation Upgrade `Debian:9` `perl` to version 5.24.1-3+deb9u7 or higher.,high
['CVE-2011-4116'], `perl` package.   _is_safe in the File::Temp module for Perl does not properly handle symlinks. ## Remediation There is no fixed version for `Debian:9` `perl`.,low
['CVE-2020-10878'], `perl` package.   See `Remediation` section below for `Debian:9` relevant versions.   Perl before 5.30.3 has an integer overflow related to mishandling of a &#34;PL_regkind] == NOTHING&#34; situation. A crafted regular expression could lead to malformed bytecode with a possibility of instruction injection. ## Remediation Upgrade `Debian:9` `perl` to version 5.24.1-3+deb9u7 or higher.,high
['CVE-2020-12723'], `perl` package.   See `Remediation` section below for `Debian:9` relevant versions.   regcomp.c in Perl before 5.30.3 allows a buffer overflow via a crafted regular expression because of recursive S_study_chunk calls. ## Remediation Upgrade `Debian:9` `perl` to version 5.24.1-3+deb9u7 or higher.,high
['CVE-2020-10543'], `perl` package.   See `Remediation` section below for `Debian:9` relevant versions.   Perl before 5.30.3 on 32-bit platforms allows a heap-based buffer overflow because nested regular expression quantifiers have an integer overflow. ## Remediation Upgrade `Debian:9` `perl` to version 5.24.1-3+deb9u7 or higher.,high
['CVE-2011-4116'], `perl` package.   _is_safe in the File::Temp module for Perl does not properly handle symlinks. ## Remediation There is no fixed version for `Debian:9` `perl`.,low
['CVE-2020-10878'], `perl` package.   See `Remediation` section below for `Debian:9` relevant versions.   Perl before 5.30.3 has an integer overflow related to mishandling of a &#34;PL_regkind] == NOTHING&#34; situation. A crafted regular expression could lead to malformed bytecode with a possibility of instruction injection. ## Remediation Upgrade `Debian:9` `perl` to version 5.24.1-3+deb9u7 or higher.,high
['CVE-2020-12723'], `perl` package.   See `Remediation` section below for `Debian:9` relevant versions.   regcomp.c in Perl before 5.30.3 allows a buffer overflow via a crafted regular expression because of recursive S_study_chunk calls. ## Remediation Upgrade `Debian:9` `perl` to version 5.24.1-3+deb9u7 or higher.,high
['CVE-2020-10543'], `perl` package.   See `Remediation` section below for `Debian:9` relevant versions.   Perl before 5.30.3 on 32-bit platforms allows a heap-based buffer overflow because nested regular expression quantifiers have an integer overflow. ## Remediation Upgrade `Debian:9` `perl` to version 5.24.1-3+deb9u7 or higher.,high
['CVE-2011-4116'], `perl` package.   _is_safe in the File::Temp module for Perl does not properly handle symlinks. ## Remediation There is no fixed version for `Debian:9` `perl`.,low
['CVE-2020-10878'], `perl` package.   See `Remediation` section below for `Debian:9` relevant versions.   Perl before 5.30.3 has an integer overflow related to mishandling of a &#34;PL_regkind] == NOTHING&#34; situation. A crafted regular expression could lead to malformed bytecode with a possibility of instruction injection. ## Remediation Upgrade `Debian:9` `perl` to version 5.24.1-3+deb9u7 or higher.,high
['CVE-2020-12723'], `perl` package.   See `Remediation` section below for `Debian:9` relevant versions.   regcomp.c in Perl before 5.30.3 allows a buffer overflow via a crafted regular expression because of recursive S_study_chunk calls. ## Remediation Upgrade `Debian:9` `perl` to version 5.24.1-3+deb9u7 or higher.,high
['CVE-2020-10543'], `perl` package.   See `Remediation` section below for `Debian:9` relevant versions.   Perl before 5.30.3 on 32-bit platforms allows a heap-based buffer overflow because nested regular expression quantifiers have an integer overflow. ## Remediation Upgrade `Debian:9` `perl` to version 5.24.1-3+deb9u7 or higher.,high
['CVE-2020-25694']," `postgresql-9.6` package.   See `Remediation` section below for `Debian:9` relevant versions.   A flaw was found in PostgreSQL versions before 13.1, before 12.5, before 11.10, before 10.15, before 9.6.20 and before 9.5.24. If a client application that creates additional database connections only reuses the basic connection parameters while dropping security-relevant parameters, an opportunity for a man-in-the-middle attack, or the ability to observe clear-text transmissions, could exist. The highest threat from this vulnerability is to data confidentiality and integrity as well as system availability. ## Remediation Upgrade `Debian:9` `postgresql-9.6` to version 9.6.20-0+deb9u1 or higher.",high
['CVE-2020-25695']," `postgresql-9.6` package.   See `Remediation` section below for `Debian:9` relevant versions.   A flaw was found in PostgreSQL versions before 13.1, before 12.5, before 11.10, before 10.15, before 9.6.20 and before 9.5.24. An attacker having permission to create non-temporary objects in at least one schema can execute arbitrary SQL functions under the identity of a superuser. The highest threat from this vulnerability is to data confidentiality and integrity as well as system availability. ## Remediation Upgrade `Debian:9` `postgresql-9.6` to version 9.6.20-0+deb9u1 or higher.",high
['CVE-2020-25696']," `postgresql-9.6` package.   See `Remediation` section below for `Debian:9` relevant versions.   A flaw was found in the psql interactive terminal of PostgreSQL in versions before 13.1, before 12.5, before 11.10, before 10.15, before 9.6.20 and before 9.5.24. If an interactive psql session uses \gset when querying a compromised server, the attacker can execute arbitrary code as the operating system account running psql. The highest threat from this vulnerability is to data confidentiality and integrity as well as system availability. ## Remediation Upgrade `Debian:9` `postgresql-9.6` to version 9.6.20-0+deb9u1 or higher.",high
['CVE-2021-32028']," `postgresql-9.6` package.   See `Remediation` section below for `Debian:9` relevant versions.   A flaw was found in postgresql. Using an INSERT ... ON CONFLICT ... DO UPDATE command on a purpose-crafted table, an authenticated database user could read arbitrary bytes of server memory. The highest threat from this vulnerability is to data confidentiality. ## Remediation Upgrade `Debian:9` `postgresql-9.6` to version 9.6.22-0+deb9u1 or higher.",medium
['CVE-2021-32027']," `postgresql-9.6` package.   See `Remediation` section below for `Debian:9` relevant versions.   A flaw was found in postgresql in versions before 13.3, before 12.7, before 11.12, before 10.17 and before 9.6.22. While modifying certain SQL array values, missing bounds checks let authenticated database users write arbitrary bytes to a wide area of server memory. The highest threat from this vulnerability is to data confidentiality and integrity as well as system availability. ## Remediation Upgrade `Debian:9` `postgresql-9.6` to version 9.6.22-0+deb9u1 or higher.",high
['CVE-2019-9193']," `postgresql-9.6` package.   ** DISPUTED ** In PostgreSQL 9.3 through 11.2, the &#34;COPY TO/FROM PROGRAM&#34; function allows superusers and users in the &#39;pg_execute_server_program&#39; group to execute arbitrary code in the context of the database&#39;s operating system user. This functionality is enabled by default and can be abused to run arbitrary operating system commands on Windows, Linux, and macOS. NOTE: Third parties claim/state this is not an issue because PostgreSQL functionality for â€˜COPY TO/FROM PROGRAMâ€™ is acting as intended. References state that in PostgreSQL, a superuser can execute commands as the server user without using the â€˜COPY FROM PROGRAMâ€™. ## Remediation There is no fixed version for `Debian:9` `postgresql-9.6`.",low
['CVE-2019-10208']," `postgresql-9.6` package.   See `Remediation` section below for `Debian:9` relevant versions.   A flaw was discovered in postgresql versions 9.4.x before 9.4.24, 9.5.x before 9.5.19, 9.6.x before 9.6.15, 10.x before 10.10 and 11.x before 11.5 where arbitrary SQL statements can be executed given a suitable SECURITY DEFINER function. An attacker, with EXECUTE permission on the function, can execute arbitrary SQL as the owner of the function. ## Remediation Upgrade `Debian:9` `postgresql-9.6` to version 9.6.15-0+deb9u1 or higher.",high
['CVE-2020-1720']," `postgresql-9.6` package.   See `Remediation` section below for `Debian:9` relevant versions.   A flaw was found in PostgreSQL&#39;s &#34;ALTER ... DEPENDS ON EXTENSION&#34;, where sub-commands did not perform authorization checks. An authenticated attacker could use this flaw in certain configurations to perform drop objects such as function, triggers, et al., leading to database corruption. This issue affects PostgreSQL versions before 12.2, before 11.7, before 10.12 and before 9.6.17. ## Remediation Upgrade `Debian:9` `postgresql-9.6` to version 9.6.17-0+deb9u1 or higher.",medium
['CVE-2020-14350']," `postgresql-9.6` package.   See `Remediation` section below for `Debian:9` relevant versions.   It was found that some PostgreSQL extensions did not use search_path safely in their installation script. An attacker with sufficient privileges could use this flaw to trick an administrator into executing a specially crafted script, during the installation or update of such extension. This affects PostgreSQL versions before 12.4, before 11.9, before 10.14, before 9.6.19, and before 9.5.23. ## Remediation Upgrade `Debian:9` `postgresql-9.6` to version 9.6.19-0+deb9u1 or higher.",high
['CVE-2020-25694']," `postgresql-9.6` package.   See `Remediation` section below for `Debian:9` relevant versions.   A flaw was found in PostgreSQL versions before 13.1, before 12.5, before 11.10, before 10.15, before 9.6.20 and before 9.5.24. If a client application that creates additional database connections only reuses the basic connection parameters while dropping security-relevant parameters, an opportunity for a man-in-the-middle attack, or the ability to observe clear-text transmissions, could exist. The highest threat from this vulnerability is to data confidentiality and integrity as well as system availability. ## Remediation Upgrade `Debian:9` `postgresql-9.6` to version 9.6.20-0+deb9u1 or higher.",high
['CVE-2020-25695']," `postgresql-9.6` package.   See `Remediation` section below for `Debian:9` relevant versions.   A flaw was found in PostgreSQL versions before 13.1, before 12.5, before 11.10, before 10.15, before 9.6.20 and before 9.5.24. An attacker having permission to create non-temporary objects in at least one schema can execute arbitrary SQL functions under the identity of a superuser. The highest threat from this vulnerability is to data confidentiality and integrity as well as system availability. ## Remediation Upgrade `Debian:9` `postgresql-9.6` to version 9.6.20-0+deb9u1 or higher.",high
['CVE-2020-25696']," `postgresql-9.6` package.   See `Remediation` section below for `Debian:9` relevant versions.   A flaw was found in the psql interactive terminal of PostgreSQL in versions before 13.1, before 12.5, before 11.10, before 10.15, before 9.6.20 and before 9.5.24. If an interactive psql session uses \gset when querying a compromised server, the attacker can execute arbitrary code as the operating system account running psql. The highest threat from this vulnerability is to data confidentiality and integrity as well as system availability. ## Remediation Upgrade `Debian:9` `postgresql-9.6` to version 9.6.20-0+deb9u1 or higher.",high
['CVE-2021-32028']," `postgresql-9.6` package.   See `Remediation` section below for `Debian:9` relevant versions.   A flaw was found in postgresql. Using an INSERT ... ON CONFLICT ... DO UPDATE command on a purpose-crafted table, an authenticated database user could read arbitrary bytes of server memory. The highest threat from this vulnerability is to data confidentiality. ## Remediation Upgrade `Debian:9` `postgresql-9.6` to version 9.6.22-0+deb9u1 or higher.",medium
['CVE-2021-32027']," `postgresql-9.6` package.   See `Remediation` section below for `Debian:9` relevant versions.   A flaw was found in postgresql in versions before 13.3, before 12.7, before 11.12, before 10.17 and before 9.6.22. While modifying certain SQL array values, missing bounds checks let authenticated database users write arbitrary bytes to a wide area of server memory. The highest threat from this vulnerability is to data confidentiality and integrity as well as system availability. ## Remediation Upgrade `Debian:9` `postgresql-9.6` to version 9.6.22-0+deb9u1 or higher.",high
['CVE-2019-9193']," `postgresql-9.6` package.   ** DISPUTED ** In PostgreSQL 9.3 through 11.2, the &#34;COPY TO/FROM PROGRAM&#34; function allows superusers and users in the &#39;pg_execute_server_program&#39; group to execute arbitrary code in the context of the database&#39;s operating system user. This functionality is enabled by default and can be abused to run arbitrary operating system commands on Windows, Linux, and macOS. NOTE: Third parties claim/state this is not an issue because PostgreSQL functionality for â€˜COPY TO/FROM PROGRAMâ€™ is acting as intended. References state that in PostgreSQL, a superuser can execute commands as the server user without using the â€˜COPY FROM PROGRAMâ€™. ## Remediation There is no fixed version for `Debian:9` `postgresql-9.6`.",low
['CVE-2019-10208']," `postgresql-9.6` package.   See `Remediation` section below for `Debian:9` relevant versions.   A flaw was discovered in postgresql versions 9.4.x before 9.4.24, 9.5.x before 9.5.19, 9.6.x before 9.6.15, 10.x before 10.10 and 11.x before 11.5 where arbitrary SQL statements can be executed given a suitable SECURITY DEFINER function. An attacker, with EXECUTE permission on the function, can execute arbitrary SQL as the owner of the function. ## Remediation Upgrade `Debian:9` `postgresql-9.6` to version 9.6.15-0+deb9u1 or higher.",high
['CVE-2020-1720']," `postgresql-9.6` package.   See `Remediation` section below for `Debian:9` relevant versions.   A flaw was found in PostgreSQL&#39;s &#34;ALTER ... DEPENDS ON EXTENSION&#34;, where sub-commands did not perform authorization checks. An authenticated attacker could use this flaw in certain configurations to perform drop objects such as function, triggers, et al., leading to database corruption. This issue affects PostgreSQL versions before 12.2, before 11.7, before 10.12 and before 9.6.17. ## Remediation Upgrade `Debian:9` `postgresql-9.6` to version 9.6.17-0+deb9u1 or higher.",medium
['CVE-2020-14350']," `postgresql-9.6` package.   See `Remediation` section below for `Debian:9` relevant versions.   It was found that some PostgreSQL extensions did not use search_path safely in their installation script. An attacker with sufficient privileges could use this flaw to trick an administrator into executing a specially crafted script, during the installation or update of such extension. This affects PostgreSQL versions before 12.4, before 11.9, before 10.14, before 9.6.19, and before 9.5.23. ## Remediation Upgrade `Debian:9` `postgresql-9.6` to version 9.6.19-0+deb9u1 or higher.",high
['CVE-2021-3177']," `python2.7` package.   Python 3.x through 3.9.1 has a buffer overflow in PyCArg_repr in _ctypes/callproc.c, which may lead to remote code execution in certain Python applications that accept floating-point numbers as untrusted input, as demonstrated by a 1e300 argument to c_double.from_param. This occurs because sprintf is used unsafely. ## Remediation There is no fixed version for `Debian:9` `python2.7`.",high
['CVE-2021-23336']," `python2.7` package.   See `Remediation` section below for `Debian:9` relevant versions.   The package python/cpython from 0 and before 3.6.13, from 3.7.0 and before 3.7.10, from 3.8.0 and before 3.8.8, from 3.9.0 and before 3.9.2 are vulnerable to Web Cache Poisoning via urllib.parse.parse_qsl and urllib.parse.parse_qs by using a vector called parameter cloaking. When the attacker can separate query parameters using a semicolon , they can cause a difference in the interpretation of the request between the proxy  and the server. This can result in malicious requests being cached as completely safe ones, as the proxy would usually not see the semicolon as a separator, and therefore would not include it in a cache key of an unkeyed parameter. ## Remediation Upgrade `Debian:9` `python2.7` to version 2.7.13-2+deb9u5 or higher.",medium
['CVE-2019-5010']," `python2.7` package.   See `Remediation` section below for `Debian:9` relevant versions.   An exploitable denial-of-service vulnerability exists in the X509 certificate parser of Python.org Python 2.7.11 / 3.6.6. A specially crafted X509 certificate can cause a NULL pointer dereference, resulting in a denial of service. An attacker can initiate or accept TLS connections using crafted certificates to trigger this vulnerability. ## Remediation Upgrade `Debian:9` `python2.7` to version 2.7.13-2+deb9u4 or higher.",high
['CVE-2018-1000030']," `python2.7` package.   Python 2.7.14 is vulnerable to a Heap-Buffer-Overflow as well as a Heap-Use-After-Free. Python versions prior to 2.7.14 may also be vulnerable and it appears that Python 2.7.17 and prior may also be vulnerable however this has not been confirmed. The vulnerability lies when multiply threads are handling large amounts of data. In both cases there is essentially a race condition that occurs. For the Heap-Buffer-Overflow, Thread 2 is creating the size for a buffer, but Thread1 is already writing to the buffer without knowing how much to write. So when a large amount of data is being processed, it is very easy to cause memory corruption using a Heap-Buffer-Overflow. As for the Use-After-Free, Thread3-&gt;Malloc-&gt;Thread1-&gt;Free&#39;s-&gt;Thread2-Re-uses-Free&#39;d Memory. The PSRT has stated that this is not a security vulnerability due to the fact that the attacker must be able to run code, however in some situations, such as function as a service, this vulnerability can potentially be used by an attacker to violate a trust boundary, as such the DWF feels this issue deserves a CVE. ## Remediation There is no fixed version for `Debian:9` `python2.7`.",low
['CVE-2013-7040']," `python2.7` package.   Python 2.7 before 3.4 only uses the last eight bits of the prefix to randomize hash values, which causes it to compute hash values without restricting the ability to trigger hash collisions predictably and makes it easier for context-dependent attackers to cause a denial of service  via crafted input to an application that maintains a hash table.  NOTE: this vulnerability exists because of an incomplete fix for CVE-2012-1150. ## Remediation There is no fixed version for `Debian:9` `python2.7`.",low
